chrom,start,end
J02459.1,4079,4263
J02459.1,4079,4265
J02459.1,4079,4267
J02459.1,4079,4273
J02459.1,4079,4283
J02459.1,4079,4287
J02459.1,4079,4296
J02459.1,4079,4297
J02459.1,4079,4298
J02459.1,4079,4318
J02459.1,4079,4321
J02459.1,4080,4178
J02459.1,4080,4181
J02459.1,4080,4182
J02459.1,4080,4188
J02459.1,4080,4192
J02459.1,4080,4193
J02459.1,4080,4194
J02459.1,4080,4200
J02459.1,4080,4205
J02459.1,4080,4206
J02459.1,4080,4207
J02459.1,4080,4208
J02459.1,4080,4209
J02459.1,4080,4211
J02459.1,4080,4212
J02459.1,4080,4213
J02459.1,4080,4216
J02459.1,4080,4220
J02459.1,4080,4222
J02459.1,4080,4223
J02459.1,4080,4224
J02459.1,4080,4226
J02459.1,4080,4228
J02459.1,4080,4229
J02459.1,4080,4232
J02459.1,4080,4233
J02459.1,4080,4234
J02459.1,4080,4235
J02459.1,4080,4237
J02459.1,4080,4238
J02459.1,4080,4239
J02459.1,4080,4242
J02459.1,4080,4246
J02459.1,4080,4247
J02459.1,4080,4249
J02459.1,4080,4252
J02459.1,4080,4253
J02459.1,4080,4254
J02459.1,4080,4255
J02459.1,4080,4256
J02459.1,4080,4257
J02459.1,4080,4259
J02459.1,4080,4261
J02459.1,4080,4263
J02459.1,4080,4265
J02459.1,4080,4267
J02459.1,4080,4271
J02459.1,4080,4272
J02459.1,4080,4273
J02459.1,4080,4275
J02459.1,4080,4276
J02459.1,4080,4277
J02459.1,4080,4279
J02459.1,4080,4280
J02459.1,4080,4282
J02459.1,4080,4283
J02459.1,4080,4284
J02459.1,4080,4287
J02459.1,4080,4288
J02459.1,4080,4289
J02459.1,4080,4290
J02459.1,4080,4291
J02459.1,4080,4292
J02459.1,4080,4295
J02459.1,4080,4296
J02459.1,4080,4297
J02459.1,4080,4299
J02459.1,4080,4300
J02459.1,4080,4301
J02459.1,4080,4302
J02459.1,4080,4303
J02459.1,4080,4304
J02459.1,4080,4305
J02459.1,4080,4306
J02459.1,4080,4308
J02459.1,4080,4309
J02459.1,4080,4310
J02459.1,4080,4311
J02459.1,4080,4312
J02459.1,4080,4313
J02459.1,4080,4314
J02459.1,4080,4316
J02459.1,4080,4317
J02459.1,4080,4318
J02459.1,4080,4319
J02459.1,4080,4320
J02459.1,4080,4322
J02459.1,4080,4324
J02459.1,4081,4175
J02459.1,4081,4185
J02459.1,4081,4187
J02459.1,4081,4189
J02459.1,4081,4208
J02459.1,4081,4212
J02459.1,4081,4217
J02459.1,4081,4218
J02459.1,4081,4219
J02459.1,4081,4222
J02459.1,4081,4223
J02459.1,4081,4229
J02459.1,4081,4232
J02459.1,4081,4243
J02459.1,4081,4244
J02459.1,4081,4246
J02459.1,4081,4247
J02459.1,4081,4253
J02459.1,4081,4256
J02459.1,4081,4257
J02459.1,4081,4261
J02459.1,4081,4263
J02459.1,4081,4267
J02459.1,4081,4269
J02459.1,4081,4271
J02459.1,4081,4282
J02459.1,4081,4283
J02459.1,4081,4286
J02459.1,4081,4287
J02459.1,4081,4290
J02459.1,4081,4292
J02459.1,4081,4293
J02459.1,4081,4296
J02459.1,4081,4297
J02459.1,4081,4300
J02459.1,4081,4301
J02459.1,4081,4306
J02459.1,4081,4309
J02459.1,4081,4311
J02459.1,4081,4312
J02459.1,4081,4314
J02459.1,4081,4317
J02459.1,4081,4319
J02459.1,4082,4176
J02459.1,4082,4181
J02459.1,4082,4190
J02459.1,4082,4193
J02459.1,4082,4208
J02459.1,4082,4210
J02459.1,4082,4218
J02459.1,4082,4221
J02459.1,4082,4239
J02459.1,4082,4247
J02459.1,4082,4250
J02459.1,4082,4251
J02459.1,4082,4253
J02459.1,4082,4254
J02459.1,4082,4263
J02459.1,4082,4267
J02459.1,4082,4269
J02459.1,4082,4278
J02459.1,4082,4279
J02459.1,4082,4280
J02459.1,4082,4285
J02459.1,4082,4293
J02459.1,4082,4296
J02459.1,4082,4297
J02459.1,4082,4298
J02459.1,4082,4305
J02459.1,4082,4306
J02459.1,4082,4311
J02459.1,4082,4313
J02459.1,4082,4314
J02459.1,4082,4315
J02459.1,4082,4319
J02459.1,4082,4324
J02459.1,4083,4173
J02459.1,4083,4175
J02459.1,4083,4178
J02459.1,4083,4190
J02459.1,4083,4191
J02459.1,4083,4192
J02459.1,4083,4212
J02459.1,4083,4213
J02459.1,4083,4215
J02459.1,4083,4220
J02459.1,4083,4221
J02459.1,4083,4229
J02459.1,4083,4232
J02459.1,4083,4233
J02459.1,4083,4238
J02459.1,4083,4243
J02459.1,4083,4246
J02459.1,4083,4247
J02459.1,4083,4250
J02459.1,4083,4253
J02459.1,4083,4255
J02459.1,4083,4256
J02459.1,4083,4258
J02459.1,4083,4259
J02459.1,4083,4263
J02459.1,4083,4267
J02459.1,4083,4271
J02459.1,4083,4272
J02459.1,4083,4273
J02459.1,4083,4275
J02459.1,4083,4276
J02459.1,4083,4281
J02459.1,4083,4282
J02459.1,4083,4283
J02459.1,4083,4285
J02459.1,4083,4287
J02459.1,4083,4288
J02459.1,4083,4289
J02459.1,4083,4292
J02459.1,4083,4295
J02459.1,4083,4297
J02459.1,4083,4299
J02459.1,4083,4302
J02459.1,4083,4306
J02459.1,4083,4310
J02459.1,4083,4311
J02459.1,4083,4314
J02459.1,4084,4178
J02459.1,4084,4190
J02459.1,4084,4194
J02459.1,4084,4195
J02459.1,4084,4213
J02459.1,4084,4215
J02459.1,4084,4216
J02459.1,4084,4219
J02459.1,4084,4220
J02459.1,4084,4221
J02459.1,4084,4222
J02459.1,4084,4228
J02459.1,4084,4232
J02459.1,4084,4236
J02459.1,4084,4238
J02459.1,4084,4239
J02459.1,4084,4243
J02459.1,4084,4259
J02459.1,4084,4260
J02459.1,4084,4265
J02459.1,4084,4267
J02459.1,4084,4270
J02459.1,4084,4274
J02459.1,4084,4275
J02459.1,4084,4279
J02459.1,4084,4283
J02459.1,4084,4284
J02459.1,4084,4286
J02459.1,4084,4287
J02459.1,4084,4296
J02459.1,4084,4297
J02459.1,4084,4300
J02459.1,4084,4301
J02459.1,4084,4302
J02459.1,4085,4187
J02459.1,4085,4192
J02459.1,4085,4216
J02459.1,4085,4219
J02459.1,4085,4221
J02459.1,4085,4226
J02459.1,4085,4227
J02459.1,4085,4234
J02459.1,4085,4236
J02459.1,4085,4237
J02459.1,4085,4238
J02459.1,4085,4239
J02459.1,4085,4246
J02459.1,4085,4253
J02459.1,4085,4254
J02459.1,4085,4258
J02459.1,4085,4261
J02459.1,4085,4273
J02459.1,4085,4283
J02459.1,4085,4287
J02459.1,4085,4290
J02459.1,4085,4294
J02459.1,4085,4295
J02459.1,4085,4296
J02459.1,4086,4185
J02459.1,4086,4186
J02459.1,4086,4210
J02459.1,4086,4213
J02459.1,4086,4216
J02459.1,4086,4221
J02459.1,4086,4222
J02459.1,4086,4229
J02459.1,4086,4231
J02459.1,4086,4232
J02459.1,4086,4236
J02459.1,4086,4239
J02459.1,4086,4246
J02459.1,4086,4247
J02459.1,4086,4253
J02459.1,4086,4259
J02459.1,4086,4260
J02459.1,4086,4263
J02459.1,4086,4266
J02459.1,4086,4267
J02459.1,4086,4271
J02459.1,4086,4272
J02459.1,4086,4273
J02459.1,4086,4275
J02459.1,4086,4279
J02459.1,4086,4280
J02459.1,4086,4283
J02459.1,4086,4287
J02459.1,4086,4288
J02459.1,4086,4295
J02459.1,4086,4298
J02459.1,4086,4299
J02459.1,4086,4303
J02459.1,4087,4189
J02459.1,4087,4210
J02459.1,4087,4216
J02459.1,4087,4222
J02459.1,4087,4230
J02459.1,4087,4233
J02459.1,4087,4243
J02459.1,4087,4247
J02459.1,4087,4251
J02459.1,4087,4253
J02459.1,4087,4259
J02459.1,4087,4263
J02459.1,4087,4267
J02459.1,4087,4271
J02459.1,4087,4278
J02459.1,4087,4281
J02459.1,4087,4283
J02459.1,4087,4285
J02459.1,4087,4287
J02459.1,4087,4296
J02459.1,4087,4297
J02459.1,4087,4300
J02459.1,4088,4194
J02459.1,4088,4200
J02459.1,4088,4212
J02459.1,4088,4213
J02459.1,4088,4216
J02459.1,4088,4219
J02459.1,4088,4220
J02459.1,4088,4221
J02459.1,4088,4222
J02459.1,4088,4223
J02459.1,4088,4227
J02459.1,4088,4228
J02459.1,4088,4229
J02459.1,4088,4230
J02459.1,4088,4232
J02459.1,4088,4235
J02459.1,4088,4239
J02459.1,4088,4240
J02459.1,4088,4243
J02459.1,4088,4247
J02459.1,4088,4250
J02459.1,4088,4251
J02459.1,4088,4252
J02459.1,4088,4253
J02459.1,4088,4255
J02459.1,4088,4257
J02459.1,4088,4261
J02459.1,4088,4265
J02459.1,4088,4267
J02459.1,4088,4269
J02459.1,4088,4270
J02459.1,4088,4271
J02459.1,4088,4272
J02459.1,4088,4280
J02459.1,4088,4282
J02459.1,4088,4283
J02459.1,4088,4284
J02459.1,4088,4285
J02459.1,4088,4287
J02459.1,4088,4288
J02459.1,4088,4289
J02459.1,4088,4292
J02459.1,4088,4294
J02459.1,4088,4295
J02459.1,4088,4296
J02459.1,4088,4297
J02459.1,4088,4298
J02459.1,4088,4299
J02459.1,4088,4300
J02459.1,4088,4301
J02459.1,4088,4302
J02459.1,4088,4311
J02459.1,4089,4195
J02459.1,4089,4198
J02459.1,4089,4213
J02459.1,4089,4216
J02459.1,4089,4222
J02459.1,4089,4230
J02459.1,4089,4231
J02459.1,4089,4232
J02459.1,4089,4233
J02459.1,4089,4236
J02459.1,4089,4237
J02459.1,4089,4238
J02459.1,4089,4239
J02459.1,4089,4240
J02459.1,4089,4247
J02459.1,4089,4253
J02459.1,4089,4255
J02459.1,4089,4256
J02459.1,4089,4261
J02459.1,4089,4263
J02459.1,4089,4267
J02459.1,4089,4271
J02459.1,4089,4275
J02459.1,4089,4282
J02459.1,4089,4283
J02459.1,4089,4288
J02459.1,4089,4291
J02459.1,4089,4292
J02459.1,4089,4294
J02459.1,4089,4295
J02459.1,4089,4296
J02459.1,4089,4297
J02459.1,4089,4298
J02459.1,4089,4301
J02459.1,4089,4306
J02459.1,4089,4308
J02459.1,4089,4310
J02459.1,4089,4311
J02459.1,4090,4192
J02459.1,4090,4193
J02459.1,4090,4196
J02459.1,4090,4197
J02459.1,4090,4204
J02459.1,4090,4207
J02459.1,4090,4210
J02459.1,4090,4212
J02459.1,4090,4217
J02459.1,4090,4218
J02459.1,4090,4219
J02459.1,4090,4221
J02459.1,4090,4226
J02459.1,4090,4227
J02459.1,4090,4228
J02459.1,4090,4230
J02459.1,4090,4232
J02459.1,4090,4233
J02459.1,4090,4234
J02459.1,4090,4237
J02459.1,4090,4238
J02459.1,4090,4240
J02459.1,4090,4243
J02459.1,4090,4244
J02459.1,4090,4245
J02459.1,4090,4247
J02459.1,4090,4248
J02459.1,4090,4249
J02459.1,4090,4250
J02459.1,4090,4251
J02459.1,4090,4253
J02459.1,4090,4254
J02459.1,4090,4256
J02459.1,4090,4257
J02459.1,4090,4258
J02459.1,4090,4260
J02459.1,4090,4261
J02459.1,4090,4262
J02459.1,4090,4265
J02459.1,4090,4270
J02459.1,4090,4271
J02459.1,4090,4272
J02459.1,4090,4273
J02459.1,4090,4274
J02459.1,4090,4275
J02459.1,4090,4277
J02459.1,4090,4279
J02459.1,4090,4283
J02459.1,4090,4284
J02459.1,4090,4285
J02459.1,4090,4286
J02459.1,4090,4287
J02459.1,4090,4289
J02459.1,4090,4290
J02459.1,4090,4292
J02459.1,4090,4293
J02459.1,4090,4294
J02459.1,4090,4295
J02459.1,4090,4296
J02459.1,4090,4297
J02459.1,4090,4298
J02459.1,4090,4299
J02459.1,4090,4300
J02459.1,4090,4301
J02459.1,4090,4304
J02459.1,4090,4305
J02459.1,4090,4306
J02459.1,4090,4307
J02459.1,4090,4308
J02459.1,4090,4309
J02459.1,4090,4311
J02459.1,4091,4192
J02459.1,4091,4195
J02459.1,4091,4198
J02459.1,4091,4200
J02459.1,4091,4205
J02459.1,4091,4208
J02459.1,4091,4216
J02459.1,4091,4217
J02459.1,4091,4220
J02459.1,4091,4222
J02459.1,4091,4227
J02459.1,4091,4228
J02459.1,4091,4229
J02459.1,4091,4232
J02459.1,4091,4236
J02459.1,4091,4237
J02459.1,4091,4238
J02459.1,4091,4239
J02459.1,4091,4243
J02459.1,4091,4249
J02459.1,4091,4253
J02459.1,4091,4254
J02459.1,4091,4257
J02459.1,4091,4258
J02459.1,4091,4266
J02459.1,4091,4282
J02459.1,4091,4283
J02459.1,4091,4284
J02459.1,4091,4287
J02459.1,4091,4288
J02459.1,4091,4289
J02459.1,4091,4291
J02459.1,4091,4292
J02459.1,4091,4293
J02459.1,4091,4294
J02459.1,4091,4295
J02459.1,4091,4296
J02459.1,4091,4297
J02459.1,4092,4194
J02459.1,4092,4195
J02459.1,4092,4200
J02459.1,4092,4205
J02459.1,4092,4211
J02459.1,4092,4222
J02459.1,4092,4229
J02459.1,4092,4237
J02459.1,4092,4240
J02459.1,4092,4243
J02459.1,4092,4246
J02459.1,4092,4247
J02459.1,4092,4293
J02459.1,4092,4294
J02459.1,4092,4295
J02459.1,4092,4296
J02459.1,4093,4195
J02459.1,4093,4206
J02459.1,4093,4211
J02459.1,4093,4229
J02459.1,4093,4232
J02459.1,4093,4238
J02459.1,4093,4239
J02459.1,4093,4279
J02459.1,4093,4285
J02459.1,4093,4290
J02459.1,4094,4199
J02459.1,4094,4216
J02459.1,4094,4217
J02459.1,4094,4221
J02459.1,4094,4224
J02459.1,4094,4229
J02459.1,4094,4234
J02459.1,4094,4238
J02459.1,4094,4239
J02459.1,4094,4243
J02459.1,4094,4245
J02459.1,4094,4252
J02459.1,4094,4256
J02459.1,4094,4275
J02459.1,4094,4279
J02459.1,4094,4282
J02459.1,4094,4283
J02459.1,4094,4284
J02459.1,4094,4285
J02459.1,4094,4287
J02459.1,4094,4290
J02459.1,4094,4292
J02459.1,4094,4293
J02459.1,4094,4294
J02459.1,4094,4295
J02459.1,4094,4296
J02459.1,4094,4297
J02459.1,4094,4301
J02459.1,4094,4309
J02459.1,4094,4311
J02459.1,4095,4205
J02459.1,4095,4207
J02459.1,4095,4208
J02459.1,4095,4211
J02459.1,4095,4217
J02459.1,4095,4220
J02459.1,4095,4221
J02459.1,4095,4222
J02459.1,4095,4224
J02459.1,4095,4225
J02459.1,4095,4228
J02459.1,4095,4229
J02459.1,4095,4235
J02459.1,4095,4238
J02459.1,4095,4240
J02459.1,4095,4243
J02459.1,4095,4245
J02459.1,4095,4246
J02459.1,4095,4247
J02459.1,4095,4251
J02459.1,4095,4253
J02459.1,4095,4254
J02459.1,4095,4255
J02459.1,4095,4266
J02459.1,4095,4269
J02459.1,4095,4271
J02459.1,4095,4273
J02459.1,4095,4275
J02459.1,4095,4276
J02459.1,4095,4277
J02459.1,4095,4279
J02459.1,4095,4280
J02459.1,4095,4282
J02459.1,4095,4283
J02459.1,4095,4284
J02459.1,4095,4285
J02459.1,4095,4289
J02459.1,4095,4292
J02459.1,4095,4293
J02459.1,4095,4296
J02459.1,4095,4297
J02459.1,4095,4298
J02459.1,4095,4301
J02459.1,4095,4303
J02459.1,4095,4311
J02459.1,4096,4196
J02459.1,4096,4200
J02459.1,4096,4201
J02459.1,4096,4219
J02459.1,4096,4221
J02459.1,4096,4223
J02459.1,4096,4228
J02459.1,4096,4229
J02459.1,4096,4230
J02459.1,4096,4238
J02459.1,4096,4247
J02459.1,4096,4250
J02459.1,4096,4251
J02459.1,4096,4253
J02459.1,4096,4254
J02459.1,4096,4255
J02459.1,4096,4257
J02459.1,4096,4258
J02459.1,4096,4267
J02459.1,4096,4271
J02459.1,4096,4273
J02459.1,4096,4274
J02459.1,4096,4282
J02459.1,4096,4283
J02459.1,4096,4288
J02459.1,4096,4292
J02459.1,4096,4295
J02459.1,4096,4297
J02459.1,4096,4298
J02459.1,4096,4299
J02459.1,4096,4300
J02459.1,4096,4301
J02459.1,4096,4304
J02459.1,4096,4306
J02459.1,4096,4308
J02459.1,4097,4205
J02459.1,4097,4208
J02459.1,4097,4220
J02459.1,4097,4221
J02459.1,4097,4228
J02459.1,4097,4236
J02459.1,4097,4253
J02459.1,4097,4255
J02459.1,4097,4279
J02459.1,4097,4283
J02459.1,4097,4293
J02459.1,4097,4296
J02459.1,4097,4301
J02459.1,4097,4304
J02459.1,4097,4305
J02459.1,4097,4306
J02459.1,4097,4308
J02459.1,4097,4309
J02459.1,4098,4200
J02459.1,4098,4204
J02459.1,4098,4205
J02459.1,4098,4207
J02459.1,4098,4223
J02459.1,4098,4228
J02459.1,4098,4229
J02459.1,4098,4232
J02459.1,4098,4235
J02459.1,4098,4249
J02459.1,4098,4251
J02459.1,4098,4253
J02459.1,4098,4254
J02459.1,4098,4288
J02459.1,4098,4293
J02459.1,4098,4296
J02459.1,4098,4297
J02459.1,4098,4298
J02459.1,4098,4299
J02459.1,4098,4301
J02459.1,4098,4309
J02459.1,4098,4311
J02459.1,4099,4203
J02459.1,4099,4208
J02459.1,4099,4237
J02459.1,4099,4238
J02459.1,4099,4240
J02459.1,4099,4241
J02459.1,4099,4243
J02459.1,4099,4247
J02459.1,4099,4248
J02459.1,4099,4251
J02459.1,4099,4253
J02459.1,4099,4254
J02459.1,4099,4255
J02459.1,4099,4257
J02459.1,4099,4270
J02459.1,4099,4271
J02459.1,4099,4287
J02459.1,4099,4288
J02459.1,4099,4292
J02459.1,4099,4294
J02459.1,4099,4295
J02459.1,4099,4296
J02459.1,4099,4297
J02459.1,4099,4298
J02459.1,4099,4300
J02459.1,4099,4310
J02459.1,4099,4311
J02459.1,4100,4230
J02459.1,4100,4233
J02459.1,4100,4234
J02459.1,4100,4235
J02459.1,4100,4238
J02459.1,4100,4239
J02459.1,4100,4240
J02459.1,4100,4244
J02459.1,4100,4245
J02459.1,4100,4248
J02459.1,4100,4249
J02459.1,4100,4250
J02459.1,4100,4254
J02459.1,4100,4255
J02459.1,4100,4256
J02459.1,4100,4257
J02459.1,4100,4288
J02459.1,4100,4289
J02459.1,4100,4290
J02459.1,4100,4292
J02459.1,4100,4293
J02459.1,4100,4294
J02459.1,4100,4295
J02459.1,4100,4296
J02459.1,4100,4297
J02459.1,4100,4298
J02459.1,4100,4309
J02459.1,4101,4213
J02459.1,4101,4232
J02459.1,4101,4239
J02459.1,4101,4243
J02459.1,4101,4244
J02459.1,4101,4247
J02459.1,4101,4248
J02459.1,4101,4253
J02459.1,4101,4255
J02459.1,4101,4256
J02459.1,4101,4257
J02459.1,4101,4270
J02459.1,4101,4272
J02459.1,4101,4285
J02459.1,4101,4287
J02459.1,4101,4288
J02459.1,4101,4290
J02459.1,4101,4292
J02459.1,4101,4293
J02459.1,4101,4295
J02459.1,4101,4296
J02459.1,4101,4297
J02459.1,4101,4299
J02459.1,4101,4300
J02459.1,4101,4301
J02459.1,4102,4228
J02459.1,4102,4243
J02459.1,4102,4244
J02459.1,4102,4287
J02459.1,4103,4210
J02459.1,4103,4212
J02459.1,4103,4228
J02459.1,4103,4235
J02459.1,4103,4244
J02459.1,4103,4245
J02459.1,4103,4247
J02459.1,4103,4254
J02459.1,4103,4257
J02459.1,4103,4270
J02459.1,4103,4271
J02459.1,4103,4281
J02459.1,4103,4283
J02459.1,4103,4284
J02459.1,4103,4287
J02459.1,4103,4291
J02459.1,4103,4297
J02459.1,4104,4205
J02459.1,4104,4213
J02459.1,4104,4216
J02459.1,4104,4217
J02459.1,4104,4229
J02459.1,4104,4231
J02459.1,4104,4232
J02459.1,4104,4239
J02459.1,4104,4247
J02459.1,4104,4250
J02459.1,4104,4253
J02459.1,4104,4271
J02459.1,4104,4274
J02459.1,4104,4279
J02459.1,4104,4283
J02459.1,4104,4285
J02459.1,4104,4287
J02459.1,4104,4288
J02459.1,4104,4296
J02459.1,4104,4297
J02459.1,4104,4303
J02459.1,4104,4306
J02459.1,4104,4310
J02459.1,4105,4205
J02459.1,4105,4213
J02459.1,4105,4220
J02459.1,4105,4221
J02459.1,4105,4228
J02459.1,4105,4230
J02459.1,4105,4231
J02459.1,4105,4233
J02459.1,4105,4242
J02459.1,4105,4249
J02459.1,4105,4253
J02459.1,4105,4255
J02459.1,4105,4259
J02459.1,4105,4260
J02459.1,4105,4261
J02459.1,4105,4263
J02459.1,4105,4267
J02459.1,4105,4269
J02459.1,4105,4271
J02459.1,4105,4273
J02459.1,4105,4278
J02459.1,4105,4279
J02459.1,4105,4280
J02459.1,4105,4282
J02459.1,4105,4283
J02459.1,4105,4285
J02459.1,4105,4286
J02459.1,4105,4287
J02459.1,4105,4288
J02459.1,4105,4289
J02459.1,4105,4290
J02459.1,4105,4293
J02459.1,4105,4294
J02459.1,4105,4296
J02459.1,4105,4297
J02459.1,4105,4298
J02459.1,4105,4300
J02459.1,4105,4301
J02459.1,4105,4306
J02459.1,4105,4308
J02459.1,4105,4310
J02459.1,4105,4311
J02459.1,4105,4314
J02459.1,4105,4316
J02459.1,4105,4318
J02459.1,4105,4319
J02459.1,4106,4206
J02459.1,4106,4213
J02459.1,4106,4216
J02459.1,4106,4221
J02459.1,4106,4230
J02459.1,4106,4236
J02459.1,4106,4238
J02459.1,4106,4239
J02459.1,4106,4243
J02459.1,4106,4246
J02459.1,4106,4247
J02459.1,4106,4248
J02459.1,4106,4253
J02459.1,4106,4255
J02459.1,4106,4261
J02459.1,4106,4263
J02459.1,4106,4267
J02459.1,4106,4269
J02459.1,4106,4271
J02459.1,4106,4272
J02459.1,4106,4274
J02459.1,4106,4275
J02459.1,4106,4276
J02459.1,4106,4280
J02459.1,4106,4282
J02459.1,4106,4283
J02459.1,4106,4285
J02459.1,4106,4288
J02459.1,4106,4289
J02459.1,4106,4291
J02459.1,4106,4295
J02459.1,4106,4296
J02459.1,4106,4297
J02459.1,4106,4298
J02459.1,4106,4299
J02459.1,4106,4301
J02459.1,4106,4303
J02459.1,4106,4304
J02459.1,4106,4306
J02459.1,4106,4311
J02459.1,4106,4313
J02459.1,4106,4314
J02459.1,4107,4201
J02459.1,4107,4204
J02459.1,4107,4205
J02459.1,4107,4210
J02459.1,4107,4211
J02459.1,4107,4212
J02459.1,4107,4214
J02459.1,4107,4216
J02459.1,4107,4221
J02459.1,4107,4230
J02459.1,4107,4231
J02459.1,4107,4232
J02459.1,4107,4233
J02459.1,4107,4238
J02459.1,4107,4240
J02459.1,4107,4242
J02459.1,4107,4243
J02459.1,4107,4247
J02459.1,4107,4249
J02459.1,4107,4251
J02459.1,4107,4253
J02459.1,4107,4255
J02459.1,4107,4260
J02459.1,4107,4261
J02459.1,4107,4263
J02459.1,4107,4265
J02459.1,4107,4267
J02459.1,4107,4273
J02459.1,4107,4275
J02459.1,4107,4276
J02459.1,4107,4277
J02459.1,4107,4278
J02459.1,4107,4280
J02459.1,4107,4282
J02459.1,4107,4283
J02459.1,4107,4284
J02459.1,4107,4285
J02459.1,4107,4286
J02459.1,4107,4288
J02459.1,4107,4291
J02459.1,4107,4292
J02459.1,4107,4293
J02459.1,4107,4294
J02459.1,4107,4295
J02459.1,4107,4296
J02459.1,4107,4297
J02459.1,4107,4299
J02459.1,4107,4301
J02459.1,4107,4302
J02459.1,4107,4304
J02459.1,4107,4305
J02459.1,4107,4306
J02459.1,4107,4307
J02459.1,4107,4311
J02459.1,4107,4312
J02459.1,4107,4313
J02459.1,4107,4314
J02459.1,4107,4317
J02459.1,4107,4318
J02459.1,4107,4319
J02459.1,4107,4332
J02459.1,4107,4337
J02459.1,4108,4205
J02459.1,4108,4212
J02459.1,4108,4213
J02459.1,4108,4216
J02459.1,4108,4217
J02459.1,4108,4218
J02459.1,4108,4221
J02459.1,4108,4227
J02459.1,4108,4228
J02459.1,4108,4233
J02459.1,4108,4238
J02459.1,4108,4243
J02459.1,4108,4247
J02459.1,4108,4253
J02459.1,4108,4254
J02459.1,4108,4256
J02459.1,4108,4263
J02459.1,4108,4265
J02459.1,4108,4267
J02459.1,4108,4271
J02459.1,4108,4272
J02459.1,4108,4274
J02459.1,4108,4276
J02459.1,4108,4277
J02459.1,4108,4279
J02459.1,4108,4283
J02459.1,4108,4284
J02459.1,4108,4285
J02459.1,4108,4287
J02459.1,4108,4288
J02459.1,4108,4294
J02459.1,4108,4296
J02459.1,4108,4297
J02459.1,4108,4298
J02459.1,4108,4300
J02459.1,4108,4304
J02459.1,4108,4305
J02459.1,4108,4306
J02459.1,4108,4307
J02459.1,4108,4311
J02459.1,4108,4314
J02459.1,4108,4317
J02459.1,4108,4319
J02459.1,4108,4333
J02459.1,4108,4334
J02459.1,4108,4337
J02459.1,4109,4212
J02459.1,4109,4213
J02459.1,4109,4216
J02459.1,4109,4220
J02459.1,4109,4225
J02459.1,4109,4229
J02459.1,4109,4231
J02459.1,4109,4235
J02459.1,4109,4237
J02459.1,4109,4247
J02459.1,4109,4249
J02459.1,4109,4251
J02459.1,4109,4253
J02459.1,4109,4259
J02459.1,4109,4261
J02459.1,4109,4267
J02459.1,4109,4271
J02459.1,4109,4276
J02459.1,4109,4278
J02459.1,4109,4283
J02459.1,4109,4287
J02459.1,4109,4292
J02459.1,4109,4294
J02459.1,4109,4295
J02459.1,4109,4297
J02459.1,4109,4299
J02459.1,4109,4300
J02459.1,4109,4303
J02459.1,4109,4304
J02459.1,4109,4306
J02459.1,4109,4307
J02459.1,4109,4310
J02459.1,4109,4311
J02459.1,4109,4314
J02459.1,4109,4315
J02459.1,4109,4334
J02459.1,4110,4230
J02459.1,4110,4237
J02459.1,4110,4247
J02459.1,4110,4253
J02459.1,4110,4279
J02459.1,4110,4288
J02459.1,4110,4290
J02459.1,4110,4291
J02459.1,4110,4295
J02459.1,4110,4304
J02459.1,4110,4313
J02459.1,4110,4332
J02459.1,4111,4211
J02459.1,4111,4215
J02459.1,4111,4216
J02459.1,4111,4220
J02459.1,4111,4221
J02459.1,4111,4223
J02459.1,4111,4225
J02459.1,4111,4226
J02459.1,4111,4232
J02459.1,4111,4233
J02459.1,4111,4234
J02459.1,4111,4239
J02459.1,4111,4243
J02459.1,4111,4250
J02459.1,4111,4251
J02459.1,4111,4257
J02459.1,4111,4262
J02459.1,4111,4272
J02459.1,4111,4273
J02459.1,4111,4274
J02459.1,4111,4275
J02459.1,4111,4277
J02459.1,4111,4278
J02459.1,4111,4279
J02459.1,4111,4283
J02459.1,4111,4284
J02459.1,4111,4285
J02459.1,4111,4286
J02459.1,4111,4287
J02459.1,4111,4289
J02459.1,4111,4290
J02459.1,4111,4291
J02459.1,4111,4292
J02459.1,4111,4294
J02459.1,4111,4295
J02459.1,4111,4296
J02459.1,4111,4297
J02459.1,4111,4298
J02459.1,4111,4299
J02459.1,4111,4300
J02459.1,4111,4304
J02459.1,4111,4305
J02459.1,4111,4306
J02459.1,4111,4307
J02459.1,4111,4308
J02459.1,4111,4309
J02459.1,4111,4310
J02459.1,4111,4311
J02459.1,4111,4312
J02459.1,4111,4313
J02459.1,4111,4315
J02459.1,4111,4317
J02459.1,4111,4318
J02459.1,4111,4319
J02459.1,4112,4221
J02459.1,4112,4222
J02459.1,4112,4228
J02459.1,4112,4230
J02459.1,4112,4231
J02459.1,4112,4232
J02459.1,4112,4233
J02459.1,4112,4236
J02459.1,4112,4238
J02459.1,4112,4243
J02459.1,4112,4245
J02459.1,4112,4246
J02459.1,4112,4247
J02459.1,4112,4248
J02459.1,4112,4250
J02459.1,4112,4252
J02459.1,4112,4253
J02459.1,4112,4254
J02459.1,4112,4255
J02459.1,4112,4257
J02459.1,4112,4267
J02459.1,4112,4271
J02459.1,4112,4273
J02459.1,4112,4275
J02459.1,4112,4276
J02459.1,4112,4278
J02459.1,4112,4279
J02459.1,4112,4283
J02459.1,4112,4286
J02459.1,4112,4288
J02459.1,4112,4289
J02459.1,4112,4292
J02459.1,4112,4295
J02459.1,4112,4296
J02459.1,4112,4297
